,q
356,6154.92
357,6043.56
358,6168.56
359,6146.92
360,6155.92
361,6156.56
362,6055.56
363,6069.56
364,6254.56
365,6048.56
366,6150.56
367,6060.56
368,6074.56
369,6149.56
370,6104.56
371,6106.56
372,6215.56
373,6187.56
374,6189.92
375,6068.56
376,6188.56
377,6189.56
378,6157.56
379,6294.56
380,6389.92
381,6085.56
382,6117.56
383,6073.56
384,6166.56
385,6168.92
386,6069.56
387,6066.56
388,6318.56
389,6270.56
390,6207.56
391,6168.92
392,6189.92
393,6085.56
394,6252.28
395,6158.92
396,6157.56
397,6081.56
398,6206.56
399,6044.56
400,6159.56
401,6176.92
402,6311.92
403,6324.56
404,6058.56
405,6145.92
406,6250.92
407,6075.56
408,6111.56
409,6369.92
410,6080.56
411,6145.56
412,6280.56
413,6205.56
414,6066.56
415,6052.56
416,6077.56
417,6200.92
418,6270.28
419,6338.56
420,6263.56
421,6087.56
422,6133.56
423,6193.56
424,6277.92
425,6051.56
426,6056.56
427,6064.56
428,6368.28
429,6067.56
430,6077.56
431,6102.56
432,6314.56
433,6162.92
434,6150.56
435,6050.56
436,6190.56
437,6151.92
438,6040.56
439,6421.56
440,6147.56
441,6073.56
442,6141.56
443,6104.56
444,6058.56
445,6056.56
446,6053.56
447,6293.56
448,6231.56
449,6046.56
450,6249.56
451,6181.56
452,6278.56
453,6180.56
454,6169.92
455,6186.56
456,6094.56
457,6169.92
458,6167.92
459,6295.56
460,6198.92
461,6084.56
462,6079.56
463,6056.56
464,6084.56
465,6054.56
466,6375.28
467,6379.28
468,6353.92
469,6263.28
470,6472.28
471,6130.56
472,6160.56
473,6072.56
474,6106.56
475,6104.56
476,6091.56
477,6144.92
478,6452.92
479,6051.56
480,6085.56
481,6191.56
482,6169.56
483,6265.28
484,6159.92
485,6222.56
486,6269.92
487,6116.56
488,6158.92
489,6062.56
490,6060.56
491,6248.56
492,6173.56
493,6346.64
494,6273.92
495,6048.56
496,6409.56
497,6268.92
498,6163.56
499,6059.56
500,6174.56
501,6060.56
502,6096.56
503,6171.92
504,6242.56
505,6091.56
506,6052.56
507,6156.56
508,6335.56
509,6119.56
510,6168.56
511,6126.56
512,6149.92
513,6055.56
514,6562.92
515,6352.56
516,6213.56
517,6067.56
518,6081.56
519,6072.56
520,6036.56
521,6052.56
522,6336.56
523,6043.56
524,6084.56
525,6076.56
526,6069.56
527,6162.92
528,6044.56
529,6063.56
530,6065.56
531,6165.92
532,6057.56
533,6189.56
534,6170.56
535,6063.56
536,6154.92
537,6280.56
538,6103.56
539,6250.92
540,6105.56
541,6103.56
542,6151.92
543,6078.56
544,6053.56
545,6073.56
546,6169.56
547,6217.56
548,6138.56
549,6220.92
550,6062.56
551,6087.56
552,6237.56
553,6073.56
554,6071.56
555,6068.56
556,6072.56
557,6107.56
558,6097.56
559,6236.56
560,6212.56
561,6259.56
562,6390.56
563,6162.56
564,6313.92
565,6165.56
566,6236.56
567,6165.56
568,6059.56
569,6153.92
570,6281.56
571,6372.92
572,6155.56
573,6167.92
574,6166.56
575,6110.56
576,6152.92
577,6178.56
578,6168.92
579,6135.56
580,6155.56
581,6150.56
582,6060.56
583,6153.92
584,6100.56
585,6160.92
586,6072.56
587,6161.56
588,6365.56
589,6063.56
590,6302.56
591,6145.92
592,6082.56
593,6371.56
594,6060.56
595,6103.56
596,6290.92
597,6267.92
598,6261.92
599,6051.56
600,6164.56
601,6074.56
602,6057.56
603,6374.56
604,6253.92
605,6276.92
606,6153.56
607,6223.92
608,6071.56
609,6052.56
610,6061.56
611,6155.92
612,6360.56
613,6358.92
614,6142.92
615,6266.28
616,6201.92
617,6250.56
618,6196.92
619,6084.56
620,6063.56
621,6049.56
622,6171.92
623,6152.92
624,6099.56
625,6164.56
626,6083.56
627,6282.56
628,6451.64
629,6092.56
630,6209.56
631,6106.56
632,6156.92
633,6277.28
634,6042.56
635,6181.92
636,6168.56
637,6248.92
638,6087.56
639,6058.56
640,6076.56
641,6176.56
642,6092.56
643,6211.56
644,6069.56
645,6329.28
646,6341.28
647,6045.56
648,6081.56
649,6356.56
650,6288.92
651,6047.56
652,6106.56
653,6159.92
654,6159.56
655,6145.92
656,6160.56
657,6189.56
658,6087.56
659,6400.92
660,6042.56
661,6040.56
662,6333.92
663,6160.56
664,6052.56
665,6082.56
666,6157.92
667,6064.56
668,6255.56
669,6254.92
670,6060.56
671,6185.92
672,6145.56
673,6184.56
674,6045.56
675,6391.56
676,6140.56
677,6260.56
678,6073.56
679,6151.92
680,6241.92
681,6247.56
682,6041.56
683,6122.56
684,6096.56
685,6049.56
686,6075.56
687,6308.56
688,6056.56
689,6047.56
690,6137.92
691,6180.56
692,6082.56
693,6072.56
694,6084.56
695,6363.28
696,6152.56
697,6043.56
698,6051.56
699,6068.56
700,6364.28
701,6068.56
702,6257.56
703,6349.28
704,6483.92
705,6304.56
706,6034.56
707,6176.92
708,6210.92
709,6137.56
710,6214.56
711,6067.56
712,6182.92
713,6067.56
714,6165.56
715,6181.56
716,6033.56
717,6201.92
718,6065.56
719,6060.56
720,6298.56
721,6257.92
722,6046.56
723,6180.92
724,6072.56
725,6070.56
726,6176.92
727,6073.56
728,6171.56
729,6052.56
730,6358.56
731,6061.56
732,6075.56
733,6056.56
734,6178.56
735,6043.56
736,6148.56
737,6054.56
738,6063.56
739,6152.56
740,6202.92
741,6363.92
742,6043.56
743,6213.56
744,6373.56
745,6471.56
746,6260.56
747,6191.56
748,6046.56
749,6252.56
750,6164.92
751,6372.28
752,6049.56
753,6251.92
754,6074.56
755,6080.56
756,6168.92
757,6051.56
758,6218.56
759,6176.56
760,6037.56
761,6060.56
762,6058.56
763,6284.92
764,6089.56
765,6162.56
766,6361.28
767,6142.56
768,6189.92
769,6193.56
770,6040.56
771,6263.92
772,6170.92
773,6241.92
774,6215.56
775,6081.56
776,6245.56
777,6059.56
778,6286.56
779,6064.56
780,6061.56
781,6238.28
782,6034.56
783,6168.56
784,6195.56
785,6352.64
786,6171.92
787,6053.56
788,6178.92
789,6145.92
790,6165.56
791,6069.56
792,6265.56
793,6141.56
794,6263.28
795,6054.56
796,6202.56
797,6305.56
798,6106.56
799,6143.56
800,6153.56
801,6126.56
802,6173.56
803,6063.56
804,6183.56
805,6278.56
806,6171.56
807,6272.28
808,6195.92
809,6291.56
810,6043.56
811,6077.56
812,6056.56
813,6080.56
814,6042.56
815,6322.92
816,6084.56
817,6039.56
818,6259.92
819,6229.56
820,6075.56
821,6132.56
822,6147.92
823,6485.56
824,6256.92
825,6076.56
826,6163.56
827,6144.56
828,6120.56
829,6068.56
830,6175.56
831,6083.56
832,6090.56
833,6264.92
834,6181.56
835,6147.56
836,6185.56
837,6054.56
838,6373.92
839,6253.28
840,6074.56
841,6056.56
842,6369.56
843,6311.28
844,6155.92
845,6252.56
846,6092.56
847,6084.56
848,6134.56
849,6143.56
850,6450.56
851,6114.56
852,6258.56
853,6395.56
854,6044.56
855,6154.56
856,6150.92
857,6066.56
858,6169.92
859,6174.92
860,6191.92
861,6068.56
862,6058.56
863,6221.92
864,6068.56
865,6074.56
866,6272.92
867,6165.56
868,6080.56
869,6092.56
870,6167.92
871,6163.56
872,6180.92
873,6110.56
874,6244.92
875,6190.56
876,6337.56
877,6167.56
878,6133.56
879,6217.92
880,6108.56
881,6064.56
882,6067.56
883,6175.56
884,6151.56
885,6141.92
886,6378.92
887,6162.92
888,6192.56
889,6047.56
890,6252.92
891,6237.56
892,6069.56
893,6059.56
894,6067.56
895,6166.56
896,6181.56
897,6079.56
898,6304.92
899,6134.56
900,6252.56
901,6090.56
902,6484.56
903,6056.56
904,6099.56
905,6045.56
906,6059.56
907,6159.92
908,6301.56
909,6062.56
910,6102.56
911,6256.92
912,6314.56
913,6096.56
914,6178.56
915,6148.56
916,6170.56
917,6057.56
918,6102.56
919,6066.56
920,6057.56
921,6051.56
922,6114.56
923,6175.56
924,6038.56
925,6170.56
926,6270.56
927,6114.56
928,6085.56
929,6165.56
930,6047.56
931,6045.56
932,6156.56
933,6376.56
934,6165.92
935,6067.56
936,6078.56
937,6033.56
938,6049.56
939,6067.56
940,6181.56
941,6253.28
942,6154.56
943,6352.28
944,6240.92
945,6301.28
946,6259.28
947,6073.56
948,6154.56
949,6157.92
950,6181.56
951,6104.56
952,6043.56
953,6172.56
954,6063.56
955,6170.56
956,6106.56
957,6399.28
958,6259.28
959,6073.56
960,6371.56
961,6040.56
962,6066.56
963,6206.56
964,6066.56
965,6332.56
966,6160.92
967,6253.92
968,6119.56
969,6085.56
970,6286.92
971,6175.92
972,6253.56
973,6109.56
974,6060.56
975,6155.92
976,6184.56
977,6060.56
978,6144.56
979,6082.56
980,6048.56
981,6274.56
982,6151.56
983,6299.28
984,6104.56
985,6177.92
986,6095.56
987,6052.56
988,6260.56
989,6241.28
990,6048.56
991,6146.92
992,6248.56
993,6131.56
994,6303.92
995,6220.56
996,6354.28
997,6068.56
998,6175.56
999,6399.64
1000,6158.56
1001,6085.56
1002,6229.56
1003,6181.56
1004,6152.56
1005,6146.92
1006,6184.92
1007,6180.56
1008,6273.56
1009,6273.92
1010,6114.56
1011,6244.28
1012,6365.92
1013,6173.56
1014,6222.56
1015,6091.56
1016,6177.92
1017,6063.56
1018,6350.56
1019,6243.92
1020,6154.56
1021,6131.56
1022,6143.56
1023,6128.56
1024,6062.56
1025,6079.56
1026,6179.56
1027,6084.56
1028,6064.56
1029,6080.56
1030,6242.28
1031,6146.92
1032,6215.56
1033,6108.56
1034,6089.56
1035,6048.56
1036,6157.92
1037,6138.92
1038,6146.56
1039,6206.92
1040,6070.56
1041,6283.56
1042,6260.92
1043,6275.92
1044,6169.56
1045,6078.56
1046,6092.56
1047,6055.56
1048,6265.92
1049,6082.56
1050,6166.92
1051,6065.56
1052,6294.56
1053,6263.56
1054,6036.56
1055,6414.56
1056,6069.56
1057,6050.56
1058,6269.92
1059,6203.56
1060,6259.28
1061,6089.56
1062,6188.56
1063,6206.92
1064,6149.56
1065,6211.56
1066,6209.56
1067,6102.56
1068,6369.56
1069,6047.56
1070,6238.92
1071,6085.56
1072,6077.56
1073,6141.56
1074,6185.92
1075,6154.56
1076,6098.56
1077,6176.56
1078,6171.56
1079,6153.56
1080,6151.56
1081,6160.56
1082,6459.56
1083,6050.56
1084,6146.92
1085,6043.56
1086,6451.64
1087,6076.56
1088,6080.56
1089,6167.92
1090,6083.56
1091,6071.56
1092,6168.56
1093,6211.56
1094,6389.56
1095,6368.92
1096,6213.92
1097,6155.92
1098,6174.56
1099,6150.92
1100,6199.56
1101,6076.56
1102,6202.56
1103,6175.56
1104,6146.56
1105,6054.56
1106,6209.92
1107,6142.56
1108,6155.56
1109,6297.56
1110,6177.56
1111,6218.56
1112,6151.92
1113,6275.56
1114,6177.56
1115,6136.56
1116,6177.92
1117,6095.56
1118,6339.56
1119,6091.56
1120,6100.56
1121,6260.56
1122,6054.56
1123,6173.56
1124,6178.56
1125,6045.56
1126,6139.92
1127,6135.56
1128,6278.92
1129,6271.56
1130,6264.28
1131,6073.56
1132,6240.92
1133,6066.56
1134,6077.56
1135,6150.56
1136,6188.92
1137,6352.56
1138,6579.28
1139,6250.56
1140,6152.92
1141,6073.56
1142,6067.56
1143,6222.92
1144,6203.92
1145,6085.56
1146,6152.92
1147,6056.56
1148,6249.92
1149,6086.56
1150,6051.56
1151,6060.56
1152,6269.92
1153,6045.56
1154,6159.92
1155,6043.56
1156,6414.56
1157,6189.56
1158,6057.56
1159,6315.56
1160,6165.92
1161,6245.56
1162,6080.56
1163,6069.56
1164,6190.56
1165,6119.56
1166,6084.56
1167,6295.92
1168,6160.92
1169,6459.92
1170,6172.92
1171,6232.92
1172,6144.56
1173,6050.56
1174,6298.56
1175,6268.92
1176,6087.56
1177,6301.92
1178,6055.56
1179,6046.56
1180,6275.56
1181,6069.56
1182,6078.56
1183,6174.56
1184,6153.56
1185,6358.28
1186,6185.56
1187,6092.56
1188,6171.92
1189,6065.56
1190,6167.92
1191,6529.92
1192,6437.28
1193,6143.56
1194,6050.56
1195,6156.56
1196,6089.56
1197,6054.56
1198,6140.92
1199,6219.56
1200,6160.56
1201,6076.56
1202,6480.56
1203,6152.56
1204,6049.56
1205,6250.28
1206,6104.56
1207,6196.92
1208,6148.56
1209,6275.28
1210,6177.92
1211,6056.56
1212,6048.56
1213,6422.92
1214,6229.92
1215,6094.56
1216,6072.56
1217,6044.56
1218,6317.56
1219,6069.56
1220,6058.56
1221,6078.56
1222,6168.56
1223,6210.56
1224,6376.56
1225,6077.56
1226,6060.56
1227,6243.92
1228,6299.56
1229,6071.56
1230,6042.56
1231,6423.28
1232,6156.92
1233,6075.56
1234,6053.56
1235,6165.56
1236,6118.56
1237,6056.56
1238,6154.56
1239,6146.56
1240,6102.56
1241,6239.92
1242,6264.56
1243,6078.56
1244,6138.92
1245,6053.56
1246,6055.56
1247,6480.28
1248,6080.56
1249,6259.56
1250,6151.92
1251,6166.92
1252,6156.56
1253,6186.56
1254,6044.56
1255,6053.56
1256,6041.56
1257,6092.56
1258,6106.56
1259,6078.56
1260,6089.56
1261,6189.56
1262,6042.56
1263,6058.56
1264,6058.56
1265,6075.56
1266,6232.56
1267,6128.56
1268,6255.92
1269,6044.56
1270,6344.28
1271,6032.56
1272,6055.56
1273,6047.56
1274,6066.56
1275,6202.56
1276,6068.56
1277,6137.92
1278,6265.56
1279,6084.56
1280,6069.56
1281,6052.56
1282,6156.56
1283,6203.56
1284,6085.56
1285,6081.56
1286,6120.56
1287,6190.56
1288,6052.56
1289,6150.56
1290,6267.28
1291,6138.56
1292,6057.56
1293,6203.56
1294,6320.56
1295,6596.56
1296,6166.56
1297,6053.56
1298,6162.56
1299,6164.56
1300,6070.56
1301,6154.56
1302,6190.56
1303,6072.56
1304,6067.56
1305,6158.92
1306,6349.92
1307,6309.92
1308,6227.56
1309,6354.28
1310,6082.56
1311,6182.56
1312,6055.56
1313,6286.56
1314,6374.92
1315,6162.92
1316,6085.56
1317,6167.56
1318,6271.92
1319,6186.56
1320,6229.56
1321,6346.56
1322,6183.56
1323,6149.56
1324,6181.56
1325,6050.56
1326,6144.92
1327,6182.92
1328,6146.92
1329,6064.56
1330,6170.92
1331,6043.56
1332,6252.92
1333,6148.92
1334,6175.56
1335,6162.56
1336,6399.64
1337,6084.56
1338,6114.56
1339,6189.56
1340,6068.56
1341,6160.56
1342,6271.56
1343,6174.56
1344,6043.56
1345,6181.56
1346,6061.56
1347,6247.56
1348,6107.56
1349,6271.28
1350,6265.92
1351,6070.56
1352,6353.92
1353,6168.56
1354,6059.56
1355,6171.56
1356,6079.56
1357,6136.56
1358,6366.64
1359,6063.56
1360,6145.92
1361,6349.64
1362,6145.92
1363,6071.56
1364,6085.56
1365,6421.56
1366,6265.28
1367,6474.92
1368,6473.92
1369,6144.56
1370,6183.56
1371,6239.56
1372,6153.92
1373,6108.56
1374,6093.56
1375,6100.56
1376,6074.56
1377,6042.56
1378,6103.56
1379,6161.56
1380,6168.92
1381,6155.56
1382,6067.56
1383,6345.92
1384,6153.56
1385,6062.56
1386,6173.56
1387,6212.56
1388,6105.56
1389,6073.56
1390,6233.92
1391,6166.56
1392,6155.56
1393,6319.92
1394,6262.56
1395,6084.56
1396,6249.28
1397,6111.56
1398,6153.56
1399,6238.56
1400,6270.56
1401,6088.56
1402,6160.92
1403,6278.92
1404,6247.92
1405,6101.56
1406,6070.56
1407,6063.56
1408,6189.56
1409,6091.56
1410,6096.56
1411,6073.56
1412,6046.56
1413,6263.56
1414,6082.56
1415,6248.92
1416,6189.56
1417,6061.56
1418,6122.56
1419,6180.92
1420,6253.56
1421,6175.92
1422,6061.56
1423,6244.92
1424,6057.56
1425,6050.56
1426,6050.56
1427,6190.56
1428,6064.56
1429,6079.56
1430,6221.56
1431,6150.56
1432,6167.56
1433,6449.0
1434,6067.56
1435,6176.56
1436,6156.56
1437,6059.56
1438,6150.56
1439,6355.92
1440,6143.56
1441,6062.56
1442,6302.56
1443,6135.56
1444,6145.92
1445,6207.92
1446,6271.56
1447,6141.56
1448,6272.92
1449,6060.56
1450,6045.56
1451,6190.56
1452,6301.92
1453,6203.92
1454,6176.92
1455,6051.56
1456,6172.92
1457,6268.28
1458,6073.56
1459,6218.56
1460,6397.92
1461,6156.56
1462,6164.56
1463,6058.56
1464,6090.56
1465,6263.56
1466,6077.56
1467,6162.56
1468,6047.56
1469,6250.92
1470,6092.56
1471,6212.56
1472,6256.56
1473,6170.92
1474,6044.56
1475,6061.56
1476,6061.56
1477,6183.56
1478,6163.56
1479,6179.92
1480,6093.56
1481,6175.56
1482,6103.56
1483,6115.56
1484,6147.56
1485,6187.56
1486,6178.92
1487,6046.56
1488,6098.56
1489,6090.56
1490,6061.56
1491,6166.56
1492,6171.92
1493,6332.56
1494,6516.92
1495,6269.92
1496,6157.92
1497,6057.56
1498,6247.28
1499,6065.56
1500,6264.56
1501,6177.56
1502,6159.56
1503,6132.56
1504,6170.56
1505,6085.56
1506,6068.56
1507,6045.56
1508,6069.56
1509,6169.92
1510,6283.56
1511,6056.56
1512,6180.56
1513,6145.92
1514,6259.56
1515,6216.56
1516,6427.56
1517,6305.56
1518,6168.92
1519,6033.56
1520,6068.56
1521,6190.56
1522,6058.56
1523,6063.56
1524,6120.56
1525,6141.56
1526,6112.56
1527,6148.92
1528,6108.56
1529,6150.92
1530,6153.92
1531,6147.92
1532,6197.56
1533,6078.56
1534,6087.56
1535,6197.56
1536,6042.56
1537,6272.56
1538,6185.92
1539,6302.92
1540,6168.92
1541,6066.56
1542,6084.56
1543,6177.56
1544,6068.56
1545,6283.56
1546,6066.56
1547,6217.56
1548,6256.56
1549,6160.92
1550,6040.56
1551,6264.56
1552,6245.92
1553,6128.56
1554,6098.56
1555,6295.56
1556,6247.56
1557,6270.92
1558,6197.56
1559,6264.92
1560,6401.92
1561,6095.56
1562,6206.56
1563,6195.56
1564,6077.56
1565,6147.56
1566,6295.92
1567,6045.56
1568,6069.56
1569,6443.92
1570,6142.56
1571,6165.92
1572,6052.56
1573,6339.56
1574,6107.56
1575,6170.56
1576,6064.56
1577,6248.56
1578,6091.56
1579,6076.56
1580,6068.56
1581,6162.56
1582,6054.56
1583,6150.92
1584,6167.56
1585,6079.56
1586,6265.56
1587,6078.56
1588,6286.56
1589,6146.92
1590,6230.56
1591,6095.56
1592,6187.92
1593,6111.56
1594,6401.56
1595,6105.56
1596,6367.56
1597,6290.56
1598,6069.56
1599,6076.56
1600,6065.56
1601,6294.56
1602,6061.56
1603,6079.56
1604,6039.56
1605,6148.56
1606,6148.56
1607,6172.56
1608,6209.56
1609,6190.56
1610,6432.56
1611,6245.92
1612,6098.56
1613,6066.56
1614,6092.56
1615,6046.56
1616,6049.56
1617,6034.56
1618,6273.92
1619,6298.56
1620,6085.56
1621,6045.56
1622,6164.92
1623,6061.56
1624,6148.92
1625,6070.56
1626,6047.56
1627,6077.56
1628,6241.56
1629,6146.92
1630,6066.56
1631,6162.56
1632,6069.56
1633,6053.56
1634,6107.56
1635,6274.56
1636,6162.56
1637,6280.56
1638,6165.92
1639,6211.56
1640,6223.92
1641,6163.92
1642,6275.92
1643,6072.56
1644,6356.92
1645,6300.56
1646,6124.56
1647,6148.92
1648,6313.56
1649,6075.56
1650,6272.92
1651,6071.56
1652,6160.56
1653,6160.56
1654,6070.56
1655,6073.56
1656,6052.56
1657,6091.56
1658,6094.56
1659,6166.56
1660,6241.28
1661,6249.28
1662,6261.92
1663,6049.56
1664,6171.56
1665,6255.92
1666,6152.92
1667,6078.56
1668,6181.56
1669,6370.92
1670,6160.56
1671,6271.92
1672,6149.56
1673,6158.56
1674,6258.56
1675,6071.56
1676,6044.56
1677,6173.92
1678,6241.56
1679,6149.56
1680,6157.92
1681,6177.56
1682,6180.92
1683,6157.56
1684,6070.56
1685,6282.92
1686,6048.56
1687,6416.56
1688,6421.92
1689,6185.92
1690,6308.56
1691,6182.56
1692,6069.56
1693,6241.28
1694,6073.56
1695,6067.56
1696,6202.56
1697,6121.56
1698,6094.56
1699,6295.92
1700,6045.56
1701,6072.56
1702,6161.92
1703,6186.56
1704,6067.56
1705,6304.56
1706,6553.28
1707,6153.56
1708,6087.56
1709,6162.92
1710,6050.56
1711,6286.56
1712,6215.56
1713,6188.92
1714,6158.56
1715,6283.92
1716,6093.56
1717,6171.56
1718,6053.56
1719,6074.56
1720,6201.92
1721,6093.56
1722,6080.56
1723,6284.56
1724,6166.56
1725,6149.92
1726,6110.56
1727,6076.56
1728,6151.56
1729,6048.56
1730,6117.56
1731,6161.56
1732,6354.28
1733,6068.56
1734,6263.56
1735,6095.56
1736,6240.56
1737,6134.56
1738,6063.56
1739,6115.56
1740,6235.56
1741,6075.56
1742,6176.92
1743,6289.56
1744,6240.28
1745,6182.56
1746,6063.56
1747,6052.56
1748,6049.56
1749,6197.56
1750,6190.56
1751,6163.56
1752,6112.56
1753,6098.56
1754,6283.92
1755,6108.56
1756,6094.56
1757,6163.56
1758,6453.28
1759,6177.56
1760,6179.56
1761,6062.56
1762,6197.56
1763,6057.56
1764,6049.56
1765,6247.56
1766,6165.56
1767,6103.56
1768,6089.56
1769,6326.56
1770,6060.56
1771,6068.56
1772,6153.56
1773,6293.56
1774,6270.56
1775,6047.56
1776,6221.56
1777,6060.56
1778,6453.56
1779,6072.56
1780,6198.56
1781,6066.56
1782,6302.92
1783,6069.56
1784,6078.56
1785,6174.56
1786,6039.56
1787,6089.56
1788,6162.56
1789,6269.92
1790,6180.56
1791,6173.56
1792,6375.56
1793,6267.92
1794,6379.92
1795,6039.56
1796,6084.56
1797,6204.56
1798,6064.56
1799,6178.92
1800,6100.56
1801,6411.28
1802,6065.56
1803,6031.56
1804,6159.56
1805,6210.92
1806,6283.56
1807,6204.56
1808,6144.56
1809,6145.92
1810,6045.56
1811,6067.56
1812,6066.56
1813,6373.28
1814,6377.92
1815,6169.56
1816,6066.56
1817,6033.56
1818,6309.56
1819,6078.56
1820,6046.56
1821,6329.56
1822,6389.56
1823,6168.56
1824,6354.28
1825,6402.56
1826,6205.56
1827,6113.56
1828,6171.56
1829,6097.56
1830,6143.92
1831,6082.56
1832,6164.92
1833,6161.92
1834,6243.56
1835,6067.56
1836,6245.56
1837,6080.56
1838,6395.56
1839,6157.56
1840,6170.92
1841,6072.56
1842,6205.56
1843,6073.56
1844,6148.92
1845,6067.56
1846,6047.56
1847,6062.56
1848,6176.92
1849,6154.92
1850,6230.56
1851,6047.56
1852,6069.56
1853,6045.56
1854,6069.56
1855,6180.92
1856,6040.56
1857,6178.92
1858,6051.56
1859,6065.56
1860,6262.56
1861,6070.56
1862,6113.56
1863,6459.92
1864,6160.56
1865,6073.56
1866,6281.56
1867,6099.56
1868,6255.92
1869,6055.56
1870,6271.56
1871,6094.56
1872,6047.56
1873,6293.92
